AccX[mg]	AccY[mg]	AccZ[mg]	GyrX[dps]	GyrY[dps]	GyrZ[dps]	
-106.81100256250001	99.71212625000001	769.9801329375	-2.6651953125	0.5173437499999998	-6.2097654375
-103.84106475	95.7776260625	774.0785673749999	-1.8897265625	-0.40687493750000026	-7.2305076249999995
-105.617690375	92.4188136875	788.26869575	-1.9898046875000004	-2.6960936875000003	-7.204257625
-99.510064875	89.80725093750002	805.3258246875	-2.3532031250000003	-5.631445187500001	-6.3853123125
-98.8810021875	81.0842506875	829.1005820625	-2.611328125	-8.0065233125	-5.1966795
-91.13781475	75.99456331249999	855.2200202500001	-2.82078125	-10.11117175	-4.04277325
-88.5376894375	72.6052505625	890.397960625	-3.2295703125	-13.284960937500001	-2.631562249999999
-82.2165641875	70.9468128125	930.6770210000001	-2.7228906250000002	-15.6340625	-1.271484125
-77.07350137499999	75.1863133125	976.3393325625	-1.9673828125000004	-17.995742125	0.19332056249999985
-69.17400112499999	84.88912637499999	1029.7448310625	-1.5856640625000002	-19.726328062500002	2.0242579999999997
-61.1372509375	88.472876625	1080.1460819375	-1.7341406250000002	-19.825585875	3.717929875
-57.397188312500006	89.92925174999999	1126.2048949999999	-1.4210546875000003	-19.10644525	4.754258
-60.885625937499995	94.88168937500001	1158.6492690625	-0.7325390625000001	-18.4493749375	5.838437687499999
-58.659125812499994	98.21762687500001	1185.744705125	0.2676953124999998	-17.799414	7.048398562499999
-52.4028134375	99.48718912500001	1204.8567695	0.8107421874999998	-17.326914000000002	8.14761725
-45.445001	99.132626375	1225.4900206875	1.0666796875	-17.031054625000003	9.1937890625
-38.55962606249999	105.1563766875	1235.848583125	0.72515625	-15.769414000000001	10.0184765625
-30.389438374999994	103.31493887500001	1236.397582875	-0.08011718750000002	-14.2130078125	10.8469921875
-18.719375499999998	99.59775150000002	1223.3893316875	0.15175781250000003	-10.9659375	10.71875
-12.771875624999998	97.4741891875	1207.8457678125	0.5351171875000001	-7.346445374999999	10.175703125
-4.735125249999998	101.233314125	1182.0046385	1.1148046875	-3.7933984999999986	9.268164062499999
-4.353875312499998	102.62868937500001	1155.3628881875	1.5334375000000002	-0.9635938124999996	8.3015625
0.038124937499999234	104.7331891875	1116.6698225625	2.10109375	2.9714453749999996	7.1246874375
-3.816312625000001	104.63406431249999	1079.372135	1.7959375	5.419804749999999	6.103398375
-14.8382506875	102.3808766875	1026.946449125	1.1197265625	6.584101562499999	4.2481249375
-35.097876	100.4021884375	974.3949507499999	0.67484375	6.5939453125	2.7762109375
-51.708938875	99.1402508125	932.4879492499999	0.7527734375	5.323007875	1.7125390624999999
-74.179813625	98.4883133125	903.8675116875	0.91546875	3.163945375	0.371328125
-85.4152508125	94.94268812500002	884.2674521875	0.4366796875	0.4755078125000005	-0.7205078125
-94.1191884375	89.52131306250001	868.9907645625	-0.69234375	-1.6225780624999995	-2.1415625
-106.2238756875	77.55387575	854.4803885624999	-2.4915625	-2.9006249375	-3.22984375
-119.5638135	68.8041883125	844.3200759375	-3.796953125	-4.245664	-3.8841796875
-136.19012706249998	54.96862556250001	832.2802009375	-4.174843749999999	-5.121210875	-4.1789453125
-155.12681568749997	43.767500437500004	826.6262665	-2.290859375	-6.23957025	-3.3952734375
-172.33644175	37.2366876875	827.7509536875	1.0557421249999999	-7.614414	-2.7685546875
-197.224442375	32.833250125	838.5632019375	3.541289	-9.6922655	-2.8396484375
-207.56394237499998	34.804312749999994	847.065075	4.6585546875	-11.066562375	-4.481640562500001
-222.3145050625	39.634750437499996	863.40163425	5.469570375	-11.7766795625	-6.1679295625
-239.1276306875	45.544125625	881.6406364375	5.700351625000001	-13.8487889375	-6.8610936250000005
-255.182067875	49.436688000000004	905.4573211874999	4.75917975	-16.8850389375	-6.8952733125000005
-260.9008169375	47.141563000000005	944.4706306875	4.1644531874999995	-19.3653905	-6.169296749999999
-261.442191125	44.50712593750001	986.8923149375	3.8724219375000004	-20.810781187499998	-5.3082420625
-263.2035655625	43.33668862500001	1029.8515625	3.4447656875000003	-21.8785546875	-4.361874812499999
-257.0501918125	40.717500812500006	1070.630065875	3.2621094375	-21.713398437499997	-2.8847654374999987
-264.999254125	40.183751	1102.2318801874999	4.033750062499999	-19.6579686875	-1.7390623124999998
-279.1245669375	49.04018843750001	1128.0425071875002	5.1876563125	-18.196171874999997	-0.2102732500000002
-283.2268170625	59.7380635	1152.0688820625	6.70386725	-17.6506640625	0.8252345624999996
-285.87650487499997	69.18162625	1169.6101914375	7.451992250000002	-16.5093359375	0.8867579999999998
-282.68925381249994	78.12956375	1188.508751	7.262773500000001	-14.9701563125	0.4793361249999999
-281.8314409375	87.69512643750001	1193.6861229375	5.466836	-12.665351625	-0.7768357500000003
-278.62512781249995	93.74556412500002	1193.1752471875	2.1855860624999996	-10.723671874999997	-1.7245701250000003
-266.9665021875	96.909939125	1180.6435585	-0.23105456250000017	-7.830976562499998	-1.7423435625000003
-269.2235021875	93.87137662500001	1169.1145591250001	-1.590039	-5.727421937499998	-0.24691393750000007
-264.65612699999997	87.657001125	1148.2068100000001	-2.8328125	-4.363515687499998	1.2807813124999998
-258.6819391875	79.42962606249999	1125.8617477500002	-3.5473046875000005	-1.9955469374999977	1.6644141249999995
-253.27200225	73.33343868749999	1097.8818130625	-3.1921093750000002	1.3291796250000023	1.1861719374999997
-248.08319	71.47293856249999	1076.699565875	-2.6646484375	4.2853124375	0.7653516249999999
-243.1460028125	69.01387575000001	1057.2634429999998	-2.1664453125	6.7498046875	-0.14683587500000014
-241.6171904375	64.804875375	1037.1181945624999	-1.5178515625000002	9.134453125	-1.1692187500000002
-240.336189375	62.841438	1017.0568161250001	-1.154453125	10.359453125000002	-1.9326562500000002
-236.39406499999998	60.470062874999996	1002.3138771250001	-1.307578125	10.2875390625	-2.1322656250000005
