AccX[mg]	AccY[mg]	AccZ[mg]	GyrX[dps]	GyrY[dps]	GyrZ[dps]	
-154.16225450000002	155.99225249999998	980.1784972500001	-1.185625	-6.0375	-0.007656250000000031
-155.4890025	150.3955005	1004.8224942500001	-1.098125	-7.12796875	-0.4987500000000001
-151.76800575000001	134.21525225	1024.5407407500002	0.00874999999999998	-7.23953125	-1.0631249999999999
-125.82775525	127.6730025	1021.704254	0.5796874999999999	-4.781875	-0.5840625
-120.520754	114.085251	958.58451825	0.5884375	2.47078125	-0.42328125000000005
-106.01800550000002	81.4807515	845.3380125	-0.62015625	8.2184375	-1.93375
-99.201254	74.96900025000001	693.7835157499999	-1.60890625	10.630156249999999	-3.81171875
-98.3930035	73.5355	538.9807585	-4.865	9.859062499999999	-4.9503125
-58.102502	59.0327505	468.9985045	-8.162656250000001	6.1928125	-7.4725
-44.499501249999994	73.3830005	461.54125975	-10.74609375	2.65125	-10.2035935
-44.438500250000004	74.96900099999999	514.4282607499999	-11.36515625	2.0015625	-12.5474995
-53.9849995	72.71200099999999	591.66950975	-8.255625	2.7737499999999997	-15.997186750000001
-94.45849974999999	69.73825099999999	672.15901175	-1.9009375000000004	-0.5567187499999999	-16.93562425
-109.35774975	77.85125175	784.612503	4.90546875	-5.369218500000001	-16.285937
-127.0630015	85.52200124999999	920.3222657499999	5.006093749999999	-16.176562250000003	-11.39468725
-119.83450124999999	85.30850025000001	1068.9487765	3.128124999999999	-30.37671825	-4.0096875
-122.442253	81.48075025	1216.66029375	-0.9701562500000003	-40.132968250000005	4.0446875
-104.6760025	71.2632495	1329.3883057500002	-4.82234375	-45.945156	12.2521875
-83.448002	54.960999750000006	1433.05780025	-4.9503125	-49.595000250000005	17.2276565
-56.6537525	52.23125	1523.10903925	-0.8990624999999999	-44.79234425	19.87125025
-33.29075075	90.49350150000001	1547.53952025	3.1642187500000003	-37.486094	21.136719
-18.162751	117.05900374999999	1543.43725575	4.3203125	-30.24218775	22.334375
10.400500000000001	138.4395045	1452.7760010000002	4.3728125	-15.532343499999998	21.58624975
0.8845000000000001	149.46525574999998	1321.0922544999999	0.34234375000000017	-4.0304685	19.152656
6.648999749999999	137.81425475	1198.2382505	-3.2232812500000003	4.378281250000001	15.107968499999998
-2.44	126.6970025	1085.5407559999999	-3.3326562500000003	10.35890625	9.892968750000001
-9.50075025	119.026251	1013.271011	-1.185625	11.99625	5.171250000000001
-6.176250249999999	109.52549950000001	988.8100125000001	1.6953125	11.075312499999999	1.7609374999999998
-5.15450025	110.83700024999999	980.9562679999999	3.92984375	10.163125	-0.21546875
3.7209999999999996	98.24049975	987.224014	3.51421875	8.97640625	-1.0915625
7.670750249999999	85.96425075	994.4525145	2.3701562500000004	9.26734375	-1.11015625
10.85800025	78.67475150000001	998.371765	1.0018749999999998	8.36171875	-0.08203125000000011
12.85575025	65.7885	1001.2845152499999	0.5884375	7.77109375	1.0434375
-0.5337502499999998	68.51825149999999	1005.2495270000001	1.631875	7.052499999999999	2.07046875
-8.41800025	75.50275049999999	1006.17976375	2.84703125	6.15453125	2.85140625
-20.8315005	80.8707505	1009.214508	4.14421875	6.272656249999999	3.58203125
-73.7032525	95.08375175	927.3067627500001	3.1839062499999997	4.0239062500000005	1.0565624999999998
-141.13875374999998	108.15299999999999	819.565506	0.8859375	-0.01203125000000016	0.23296875000000006
-196.58775525	116.06775099999999	716.04850775	-1.02046875	-6.1260935000000005	-0.06234374999999992
-280.569504	124.88225175	619.07376125	-3.17953125	-13.053906000000001	-3.775625
-275.65900075	108.06150050000001	627.52226275	-5.95546875	-20.05609375	-4.7665625
-238.52524975	83.173501	663.92401125	-8.80140625	-22.50718725	-9.778125
-227.5604975	32.68075075	701.2407682500001	-14.162968750000001	-20.89828125	-14.59828125
-187.71224974999998	-9.211000499999999	750.6202695	-17.154375	-18.563125	-15.26109375
-208.25400524999998	-49.05925	773.007263	-14.51625	-12.22374975	-14.04921875
-240.309509	-84.77475075	817.7660217499999	-2.87984375	-9.4915625	-6.106406250000001
-256.779514	-75.30450149999999	887.5347750000001	16.55937475	-9.5878125	0.7349999999999999
-299.78451525	-65.20900125	975.3442689999999	30.3548435	-13.424687250000002	4.09609375
-272.63951099999997	-14.868751249999995	1060.4240115	35.922031249999996	-16.01031225	-0.1673435000000003
-269.28450775	51.9872515	1152.350998	32.673594	-15.09593725	-9.02015575
-275.582756	108.73250225	1221.73849475	21.42546925	-18.782968500000003	-13.518749499999998
-252.6620025	147.284502	1276.7909849999999	9.015781749999999	-22.4984375	-12.64046825
-287.05075074999996	144.43275275000002	1316.9289854999997	1.2075002499999998	-29.171406249999997	-5.69406225
-297.649498	127.64250200000001	1313.52822875	-5.502656249999999	-36.14843775	3.67171875
-292.89149475	107.238003	1308.8922120000002	-10.0428125	-38.2451565	9.934531499999999
-288.04199975	90.005503	1279.76474	-9.1678125	-32.367343999999996	12.266406499999999
