AccX[mg]	AccY[mg]	AccZ[mg]	GyrX[dps]	GyrY[dps]	GyrZ[dps]	
-0.12199400000000082	-4.391998000000001	1.5860589999999775	0.00874899999999812	0.1268749999999983	-0.11374999999999957
-3.294005999999996	-4.880001	-5.368041999999832	-0.13562399999999997	-0.07437499999999986	-0.08312400000000153
-4.391998999999998	1.4639999999999986	-6.405029000000013	0.2493740000000031	-0.04812400000000139	0.10499900000000295
3.1109930000000077	3.721001000000001	4.635986000000003	-0.1574990000000014	0.03062399999999954	0.04374899999999826
0.061004999999994425	9.027999999999999	12.627075999999988	0.23187400000000125	-0.10062399999999982	0.030626000000001596
-1.8300020000000075	-6.344002000000003	-6.649047999999993	-0.30187600000000003	0.13124800000000292	-0.12687500000000185
3.721008000000012	-10.492000999999995	-1.5250250000001415	0.20124999999999815	-0.08312400000000153	-0.1575009999999999
0.3049929999999961	3.4160009999999943	4.208984999999984	-0.16187400000000096	0.1312509999999989	0.07000199999999879
-4.513992999999999	4.392002000000005	-3.232909999999947	-0.06562499999999716	0.06999900000000281	0.11374800000000107
4.330994000000004	8.051997999999998	-1.9520270000000437	0.13999999999999702	-0.23187400000000125	-0.039374999999999716
2.0130000000000052	0.3049999999999997	0.48803700000007666	0.4418750000000031	0.03500000000000014	0.02187500000000142
-9.942993000000001	-10.308997999999995	2.4399419999999736	-0.24062500000000142	0.09624799999999922	-0.07874800000000093
3.049987999999985	1.6469999999999985	-0.8540040000000317	-0.09625099999999875	-0.04812400000000139	-0.013127000000000777
2.2570040000000233	2.0739969999999985	-4.391967999999906	0.07000199999999879	0.12249900000000125	0.05687599999999904
3.598998999999992	6.039001999999996	3.4769289999999273	-0.24062500000000142	0.03500000000000014	-0.021875999999998896
-4.330994000000004	-8.052001999999995	-0.4270019999999022	0.039374999999999716	-0.05687299999999951	0.004376000000000602
5.306992000000008	6.588000999999998	2.9890129999998862	0.0	0.0	0.013124000000001246
0.0	-8.417999000000002	0.18298400000003312	0.3062490000000011	-0.12250099999999975	0.0
-2.1349950000000035	0.0	0.0	-0.135625000000001	-0.06124900000000011	-0.043749000000001814
-7.136993000000018	0.548999000000002	-4.513916000000108	-0.2799990000000001	0.2143739999999994	0.05250000000000199
4.75799600000002	3.842998999999999	4.2089840000001	-0.06125099999999861	-0.07874999999999943	-0.10062600000000188
0.18299799999999777	1.158999999999999	0.7929690000000846	0.3325010000000006	-0.07875100000000046	0.04375100000000032
3.9649969999999826	-3.781996999999997	-3.781981999999971	-0.039376000000000744	0.18812600000000046	-0.004376000000000602
-2.9889989999999784	-1.3420030000000054	1.2199699999998757	-0.14874999999999972	-0.161875000000002	0.07875100000000046
2.0740049999999997	4.4530030000000025	-0.24401800000009644	0.16625000000000156	-0.08749999999999858	-0.03062399999999954
-4.391998000000001	1.158999999999999	1.830078000000185	-0.06562600000000174	-0.02625099999999847	0.0874990000000011
-0.24400300000002062	0.24399999999999977	-1.098023000000012	-0.2843739999999997	0.03062699999999907	0.004375999999997049
3.5989990000000205	-4.270001000000001	1.8299560000000383	0.1268749999999983	0.1706240000000001	0.030624000000003093
-8.662002999999999	-5.367999999999995	-3.903930000000173	0.0874990000000011	-0.09624900000000025	-0.07000000000000028
7.807998999999995	6.648997999999999	5.307007000000112	0.08750200000000063	0.0787489999999984	0.0
-2.6230010000000163	1.1590009999999964	-0.6710210000001098	-0.06562600000000174	0.004375000000003126	-0.03499900000000267
4.087005000000005	2.744999	0.24401899999998022	0.47687500000000327	0.02625099999999847	0.043748000000000786
-4.940993999999989	-4.696998999999998	-2.6840819999999894	-0.25375000000000014	0.026248999999999967	-0.03062399999999954
